feature,bin,cnt_0,cnt_1,pct_0,pct_1,woe,adj_woe
V1,"(-12.168, -1.829]",518.0,3.0,0.09936696719739113,1.0,2.308935542508623,2.4621214369257824
V1,"(-1.829, -1.185]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V1,"(-1.185, -0.854]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V1,"(-0.854, -0.616]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V1,"(-0.616, -0.41]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V1,"(-0.41, 0.106]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V1,"(0.106, 1.048]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V1,"(1.048, 1.176]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V1,"(1.176, 1.281]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V1,"(1.281, 1.685]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V2,"(-15.733, -0.822]",520.0,1.0,0.09975062344139651,0.3333333333333333,1.206469684524523,1.6109737161531372
V2,"(-0.822, -0.512]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V2,"(-0.512, -0.129]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V2,"(-0.129, 0.115]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V2,"(0.115, 0.33]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V2,"(0.33, 0.568]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V2,"(0.568, 0.789]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V2,"(0.789, 1.03]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V2,"(1.03, 1.389]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V2,"(1.389, 6.225]",520.0,2.0,0.09975062344139651,0.6666666666666666,1.8996168650844685,2.1217993399191277
V3,"(-12.39, -0.457]",520.0,1.0,0.09975062344139651,0.3333333333333333,1.206469684524523,1.6109737161531372
V3,"(-0.457, 0.0874]",521.0,1.0,0.09994245156339919,0.3333333333333333,1.2045484543466294,1.6090543297673334
V3,"(0.0874, 0.408]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V3,"(0.408, 0.633]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V3,"(0.633, 0.858]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V3,"(0.858, 1.099]",520.0,1.0,0.09975062344139651,0.3333333333333333,1.206469684524523,1.6109737161531372
V3,"(1.099, 1.324]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V3,"(1.324, 1.625]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V3,"(1.625, 2.047]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V3,"(2.047, 4.102]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V4,"(-4.658, -1.964]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V4,"(-1.964, -1.237]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V4,"(-1.237, -0.655]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V4,"(-0.655, -0.274]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V4,"(-0.274, 0.0821]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V4,"(0.0821, 0.488]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V4,"(0.488, 0.812]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V4,"(0.812, 1.205]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
V4,"(1.205, 1.69]",522.0,0.0,0.10013427968540188,0.0,-inf,0.5085263317010849
V4,"(1.69, 6.013]",519.0,3.0,0.09955879531939382,1.0,2.307006901602217,2.460194654056082
V5,"(-32.092, -1.117]",521.0,0.0,0.09994245156339919,0.0,-inf,0.5104420410992236
