Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
5551.0,-5.69710070723624,-6.69450400118519,1.6845883805307,3.74778222508818,8.1323405213687,0.422757878654525,-5.33547089966426,1.79714228714724,0.767894118219638,0.933944656037398,0.513422971380575,-2.66395553750523,2.25764682892838,1.6337799852025,1.61052274473228,0.696948199896544,0.077382312328831,1.79745542055395,0.593810875380694,2.57429143791408,0.708506551767426,-0.0653149729181886,1.38435608215656,0.917245013468006,0.519652832984185,0.386886127508282,0.0506002022804372,0.306438816122499,141.6,0
3752.0,1.37422981804587,-0.728650943676772,-0.930841079787554,-1.60493132294939,1.44442618304834,3.27979886447827,-1.15175145545228,0.706711671088299,0.358454810991309,0.275477337457186,1.00972112023506,-3.17275986372003,1.87167810064252,1.41570896229103,0.261622911163031,1.53545744757024,0.446482595516142,-0.862955852018847,0.762099874391286,0.250643245961412,-0.26960428563877,-0.905667635737657,0.0688713425723389,0.920741428615,0.351875279736514,-0.509878490908621,-0.0225825290791306,0.0178846589792546,56.0,0
4518.0,-0.775970857410702,1.14021523859229,0.720101754782029,-0.256014577330499,0.0282351248490307,-0.469221336435851,0.277484797768868,0.531723006684622,0.939772828376094,-0.898132835224012,1.81114641319475,-2.20174442992953,-0.098396178691678,2.31263853931681,-1.77437611386982,-0.184178989165767,0.775247245689315,-0.0700400514397043,-0.836718933899743,-0.336225034553995,-0.0006838283209585,0.283961330426218,-0.0061869075343388,0.168828607161012,-0.554149095484546,0.261507767212649,0.207546331470518,0.149069945960282,0.01,0
3754.0,1.23356621517841,-0.587105690796517,0.646353170496325,-0.650976631926884,-0.698721948713543,0.253743446870588,-0.910692295361102,0.179136283617696,0.336846286644925,0.327880690285572,2.80951184380044,-2.52666312224453,1.05369935660459,1.66966055701374,-0.0433157507780581,0.845302790103295,1.30046876257476,-1.63426883741181,-0.0329350373044713,-0.0222475603795079,-0.131221282017372,-0.303247800319152,0.181844606295639,-0.391103752651354,-0.0017431853433039,-0.478127310209424,0.0041930110256421,0.001942281915306,32.26,0
3083.0,-1.08497413285267,-0.205797756276017,0.223920623381587,-1.89354701231314,1.65980910002058,3.71400246187765,-0.808200055506194,1.57248522302687,0.419280169031312,-1.3514372272012,-0.962455866029476,0.273280104219994,-0.182239699711698,-0.236662470279801,-0.833578928373382,0.583157461604482,-0.484558502174949,-0.0595017169665301,0.100718319101557,0.100785057250471,-0.125027528981391,-0.692563358634557,0.0335941038787476,1.05436250164587,0.116731385773784,0.7971245657269,-0.180686148617864,-0.118804214802693,60.16,0
3073.0,-0.548584150692294,0.647927175908037,-0.590784392438811,-3.2417890423374,2.64773917696901,2.92403087018963,0.319644100263429,-0.224864624111114,0.765083911795015,-1.01968482304594,-0.119852518317345,0.124335602700547,-0.261577114898629,0.242990926274785,1.05207832003909,-0.249756862020108,-1.00836750464158,0.499341459381785,0.255303705333843,-0.0063031321503728,0.77141710586337,-0.0099224588919604,-0.216549408008915,0.995280771321919,0.252970565842923,-0.818251895205486,0.275448691419661,-0.0122494497545988,1.0,0
3141.0,-0.421929480312854,0.531267117487968,0.936319000249347,-2.26699027251845,0.485866437976496,-0.5462292802397,0.917419736627886,-0.0788832506693443,0.746075541827184,-0.994750154968293,1.11290755987367,0.35115192901403,-1.27700436685341,0.486665077104301,0.570188504976054,-0.533955503975073,-0.603979769193939,0.32003391425645,-0.039816440078528,-0.0448762388474937,0.106568716420828,0.638235708260079,-0.307306199213742,-0.330264892427603,-0.0203226625548719,-0.803479791395169,0.244479749339549,-0.0327710051250485,1.0,0
4792.0,-1.31103190630843,1.24934357312918,1.90120706907203,1.12335673011376,-0.278589490206618,0.443686812733798,0.0933711488405089,-0.0013178752912497,1.88633819761825,0.0774390938547306,0.401704425284469,-2.00782777603494,2.22473482058969,0.763763004425096,-0.299064684139163,-0.882319972234824,0.997984503801755,-0.0505829858834539,-0.0172182832356782,0.0989210246385464,0.0448370356774159,0.750571330923271,-0.210920774055692,0.0741608987704345,-0.107515529206777,-0.227035591194075,-0.016682643828547,0.356426923757479,34.16,0
4628.0,-0.839150175679216,-0.0583047420103231,0.97624507747668,0.679074504694814,1.633833437954,-0.349848180751095,-0.139845353456154,0.0587429139249032,0.687349870542226,-0.399067381699757,0.8791270357092,-2.40565515741058,1.30028972601862,1.85679481144274,-0.906691766791727,-0.318540398238384,0.459848726564767,0.89425552077667,1.79627063616644,0.287607555338938,-0.0595307321237464,-0.0881134181847051,-0.202859897593767,-0.84177366237699,0.0291579391028856,0.654089942551758,0.0190554742742203,0.111575437404758,0.0,0
5149.0,-0.863246260928078,1.53261752639294,-0.373896165970201,0.897984662973666,0.500820153606321,-0.216523028518216,0.421791283913759,0.362358004582924,0.664877021600775,0.334222322713144,2.03216981929338,-1.42233243651731,2.15929626023982,2.20667131358619,-0.542080700153676,-0.512115409644661,0.609482484136456,0.252577318869138,0.169593376045944,0.173394722758076,0.0219857849460268,0.569659680628254,0.123737165421254,-0.345187283570885,-0.632181473227143,-0.410721705753606,0.513883792040567,0.298474216135982,26.99,0
