Class,score,Amount
0.0,2.0433956e-05,225.0
0.0,2.8755532e-05,5.41
0.0,1.270197e-05,8.92
0.0,2.5401523e-05,1.0
0.0,2.3572258e-05,8.78
0.0,0.0009242728,9.99
0.0,5.4394775e-05,305.51
0.0,3.9510236e-05,9.46
0.0,7.076575e-05,1.0
0.0,0.00028512432,35.4
0.0,0.00012801099,52.33
0.0,2.1481874e-05,19.99
0.0,1.4312477e-05,20.0
0.0,4.010444e-05,123.5
0.0,8.92881e-05,1.98
0.0,2.3552619e-05,24.0
0.0,0.00037833265,20.0
0.0,2.7424314e-05,1.0
0.0,1.705416e-05,24.98
0.0,5.8528272e-05,46.0
0.0,5.231933e-05,452.06
0.0,0.00035705502,1.0
0.0,0.00010124814,19.95
0.0,0.00015149341,178.05
0.0,2.137147e-05,45.0
0.0,4.3830278e-05,5.0
0.0,1.8032722e-05,10.9
0.0,4.9057795e-05,10.65
0.0,0.00014177778,9.05
0.0,2.5880976e-05,15.95
0.0,5.6935216e-05,54.6
0.0,3.307203e-05,89.5
0.0,6.480176e-06,115.95
0.0,0.00011670036,19.99
0.0,0.000120015684,154.99
0.0,0.00022648188,164.5
0.0,9.610013e-05,98.92
0.0,0.00014717781,114.1
0.0,3.34045e-05,14.55
0.0,8.5526e-06,5.44
0.0,0.00017139871,0.01
0.0,4.9600647e-05,79.42
0.0,8.351865e-05,1.18
0.0,0.000112733724,6.99
0.0,6.276751e-05,50.9
0.0,0.00045879066,1092.0
0.0,0.0001488138,1.0
1.0,0.9362745,19.02
0.0,3.5810892e-05,9.98
0.0,5.7064535e-05,64.9
0.0,1.614597e-05,3.96
0.0,0.0003879322,228.2
0.0,0.00017997943,12.5
0.0,5.3520056e-05,1.0
0.0,7.201757e-05,1.98
0.0,3.2008724e-05,8.99
0.0,0.00013671567,9.99
0.0,2.6108646e-05,8.4
0.0,4.56923e-05,12.31
0.0,0.00018162787,56.71
0.0,0.00011632217,97.9
0.0,7.441055e-05,44.95
0.0,2.874991e-05,20.0
0.0,5.897834e-05,89.9
0.0,1.07560945e-05,5.0
0.0,1.661394e-05,9.99
0.0,0.00024761126,36.0
0.0,6.434482e-05,263.99
0.0,3.242202e-05,39.71
0.0,0.00040560533,1.49
0.0,0.000120277015,10.65
0.0,3.0655327e-05,15.0
0.0,0.00042525417,5.31
0.0,5.85568e-05,15.68
0.0,0.0004875187,24.25
0.0,0.00012047134,27.51
0.0,0.00036556317,22.06
0.0,6.770611e-05,1.98
0.0,0.000107716354,30.0
0.0,1.24261105e-05,78.0
0.0,5.4450615e-05,49.9
0.0,8.114364e-05,25.06
0.0,7.0794915e-05,11.85
0.0,1.8979696e-05,7.49
0.0,5.8568083e-05,59.72
0.0,3.8529157e-05,10.0
0.0,0.00045996532,2.69
0.0,0.00028538675,7.55
0.0,0.0001564004,1.0
0.0,5.2942436e-05,57.9
0.0,1.02263475e-05,7.68
0.0,7.933616e-05,5.0
0.0,5.6244204e-05,65.82
0.0,3.758394e-05,12.91
0.0,0.00010311953,15.0
0.0,9.001056e-05,17.82
0.0,0.00018787784,378.0
0.0,9.5132755e-06,8.98
0.0,8.808716e-06,11.01
0.0,2.818885e-05,3.66
0.0,5.042006e-05,53.75
0.0,7.734772e-05,106.94
0.0,0.00040806222,39.2
0.0,3.475946e-05,1.0
0.0,3.042208e-05,30.0
0.0,2.5022293e-05,596.0
0.0,1.253455e-05,3.5
0.0,2.7556758e-05,1.29
0.0,3.691767e-05,88.17
0.0,0.00014806715,10.65
0.0,4.5918834e-05,9.7
0.0,5.381125e-05,154.85
0.0,3.3606568e-05,4.42
0.0,2.3169376e-05,15.46
0.0,0.00027818396,0.89
0.0,6.390155e-05,0.0
0.0,0.00013461935,348.0
0.0,5.970961e-05,24.0
0.0,7.6604796e-05,26.43
0.0,0.00012928297,1.0
0.0,6.668523e-05,1.29
0.0,8.291152e-05,188.31
0.0,1.0868653e-05,4.99
0.0,3.0875013e-05,325.1
0.0,5.2102845e-05,43.6
0.0,2.3968658e-05,19.0
0.0,4.2772426e-05,9.88
0.0,0.00026686612,835.0
0.0,5.1809282e-05,14.67
0.0,5.4692762e-05,20.0
0.0,1.6674161e-05,127.0
0.0,1.2578436e-05,77.55
0.0,0.00032101333,94.07
0.0,9.891672e-06,9.81
0.0,9.000871e-06,8.99
0.0,0.00046017207,1.0
0.0,1.47201035e-05,60.0
0.0,3.9329458e-05,72.6
0.0,0.00023134472,65.65
0.0,9.9825644e-05,14.0
0.0,2.0104177e-05,139.0
0.0,4.2283085e-05,50.0
0.0,0.00017071971,50.0
0.0,3.260023e-05,3.96
0.0,2.2561382e-05,14.99
0.0,1.8317354e-05,61.95
0.0,2.5512736e-05,21.3
0.0,1.7746977e-05,8.01
0.0,6.7178225e-05,11.5
0.0,5.151649e-05,5.55
0.0,2.8741137e-05,38.52
0.0,2.6146245e-05,83.13
0.0,5.701541e-05,2.0
0.0,2.6762185e-05,25.89
0.0,1.5216226e-05,99.99
0.0,0.00037812785,1.79
0.0,0.00016918524,121.38
0.0,0.00021868531,220.28
0.0,0.00010409067,39.99
0.0,3.9011087e-05,189.0
0.0,8.7070424e-05,166.18
0.0,7.542349e-05,19.99
0.0,7.6311735e-06,13.28
0.0,6.856179e-05,68.05
0.0,0.00010298411,10.0
0.0,1.7791695e-05,1.98
0.0,7.142733e-05,0.89
0.0,1.556983e-05,30.82
0.0,2.6829262e-05,15.0
0.0,1.31614925e-05,40.06
0.0,0.0003011037,1.38
0.0,1.5331647e-05,72.0
0.0,4.154156e-05,82.25
0.0,2.7901238e-05,31.0
0.0,1.4375703e-05,70.0
0.0,0.00027394854,500.0
0.0,2.1858354e-05,30.5
0.0,2.0754072e-05,19.1
0.0,4.612788e-05,45.0
0.0,8.437818e-06,12.0
0.0,7.64264e-05,585.0
0.0,1.37566885e-05,1.98
0.0,2.7606682e-05,15.0
0.0,3.225801e-05,63.4
0.0,1.2153634e-05,2.0
0.0,5.4585165e-05,3.42
0.0,4.2059364e-05,27.92
0.0,1.3299791e-05,1.99
0.0,6.445045e-05,59.7
0.0,5.0856845e-05,0.99
0.0,0.0001352742,65.0
0.0,8.745845e-05,278.0
0.0,3.1265863e-05,34.97
0.0,2.1107631e-05,60.19
0.0,2.7561568e-05,551.26
0.0,3.606316e-05,2.99
0.0,0.0002812079,62.0
0.0,2.5083982e-05,74.87
0.0,4.9459468e-05,1.0
0.0,2.9380213e-05,18.0
0.0,0.00022094863,1.0
0.0,5.5626042e-05,117.7
0.0,4.2710108e-05,79.0
0.0,4.6874407e-05,197.84
0.0,8.598376e-05,5.3
0.0,0.00035097756,1.0
0.0,0.00010283485,47.0
0.0,0.00025264037,19.95
0.0,0.0001808485,144.0
0.0,0.00013229657,6.08
0.0,0.00019931536,0.76
0.0,5.9289225e-05,19.99
0.0,6.2252664e-05,220.82
0.0,0.00012859702,221.6
0.0,2.5268611e-05,116.0
0.0,0.0012314515,350.6
0.0,0.00016678344,10.0
0.0,0.00018298025,5.54
0.0,5.9683767e-05,122.64
0.0,6.009995e-05,39.4
0.0,0.00035835875,200.0
0.0,2.9318024e-05,916.63
0.0,4.027434e-05,25.0
0.0,9.365503e-05,262.82
0.0,0.0002714777,118.35
0.0,2.5677005e-05,4.48
0.0,0.00028506128,1.99
0.0,0.0011804051,0.76
0.0,3.6719677e-05,27.9
0.0,1.4508887e-05,1.0
0.0,0.000114297734,1.0
0.0,4.0461124e-05,94.26
0.0,5.0757273e-05,190.0
0.0,0.00016124047,8.0
0.0,1.324827e-05,7.68
0.0,0.00013348313,23.79
0.0,2.6970509e-05,60.5
0.0,2.2405055e-05,1.98
0.0,0.00019697176,270.4
0.0,4.107844e-05,12.99
0.0,0.00029027596,91.53
0.0,6.2652696e-05,174.95
0.0,3.829103e-05,1.0
0.0,0.00034669225,4.81
0.0,1.5124157e-05,0.89
0.0,2.2696539e-05,5.39
0.0,1.183834e-05,83.62
0.0,0.00013137548,400.0
0.0,6.156254e-05,23.89
0.0,1.8435963e-05,9.99
0.0,8.064846e-05,59.95
0.0,0.0002909265,400.0
0.0,2.3999488e-05,3.67
0.0,3.4684163e-05,15.0
0.0,1.6208622e-05,235.14
0.0,2.0214973e-05,97.1
0.0,2.7848735e-05,1.0
0.0,0.00052890193,500.0
0.0,2.5619232e-05,1.79
0.0,2.4863824e-05,14.99
0.0,2.3002032e-05,13.05
0.0,1.3516009e-05,37.63
0.0,2.9146107e-05,1.0
0.0,3.269229e-05,252.0
0.0,0.002234911,25.72
0.0,4.018388e-05,25.0
0.0,6.623424e-05,1.0
0.0,2.5970452e-05,0.77
0.0,0.00034229655,336.54
0.0,0.00023393457,0.0
0.0,0.00011833654,1.0
0.0,1.3790565e-05,3.78
0.0,9.327935e-05,24.52
0.0,3.8128586e-05,4.99
0.0,7.524864e-05,0.12
0.0,7.061401e-05,78.68
0.0,7.793507e-05,45.8
0.0,1.4296871e-05,15.0
0.0,0.00030676674,0.0
0.0,0.000111770685,23.0
0.0,0.00013803015,17.99
0.0,0.00015099556,9.99
0.0,8.28156e-05,132.86
0.0,0.00010625799,1.0
0.0,2.3487302e-05,2.35
0.0,7.037858e-06,11.33
0.0,2.369823e-05,285.62
0.0,5.8750444e-05,43.11
0.0,4.1065123e-05,18.97
0.0,0.00011401503,5.13
0.0,3.9127222e-05,31.0
0.0,3.9049053e-05,200.0
0.0,3.4134795e-05,26.47
0.0,6.613244e-05,1.02
0.0,2.7285272e-05,15.0
0.0,8.758322e-05,3.59
0.0,0.0001669268,12.0
0.0,5.4603956e-05,60.45
0.0,1.154803e-05,6.99
0.0,3.640094e-05,474.96
0.0,9.618107e-05,240.79
0.0,0.001087229,99.99
0.0,6.2720486e-05,51.03
0.0,0.00017739499,405.0
0.0,0.0005568017,6.08
0.0,7.813867e-05,107.0
0.0,7.495815e-05,1.79
0.0,0.00017098214,170.0
0.0,1.8811481e-05,30.14
0.0,1.5941514e-05,1.98
0.0,0.0006389889,0.89
0.0,1.9488529e-05,0.77
0.0,2.1203037e-05,85.9
0.0,0.00024277528,2.88
0.0,2.6180976e-05,2.37
0.0,4.529715e-05,101.48
0.0,4.9169164e-05,11.5
0.0,3.932567e-05,43.96
0.0,0.00013990703,130.0
0.0,1.8514915e-05,6.02
0.0,5.1063278e-05,100.0
0.0,2.4672972e-05,3.84
0.0,0.00013336404,75.98
0.0,6.2723e-05,79.0
0.0,0.0001883404,80.0
0.0,0.00013356066,116.81
0.0,0.0004963779,49.9
0.0,4.5456527e-05,162.68
0.0,3.7834656e-05,44.6
0.0,2.6512174e-05,181.4
0.0,1.3091616e-05,19.95
0.0,5.1006828e-05,31.1
0.0,3.9595066e-05,20.0
0.0,2.4067262e-05,1.84
0.0,2.878022e-05,27.94
0.0,6.579816e-05,12.99
0.0,6.6687455e-05,108.47
0.0,5.4264005e-05,74.99
0.0,0.000116176845,10.19
0.0,2.7621958e-05,9.42
0.0,9.039401e-05,1.56
0.0,5.793388e-05,1.09
0.0,3.9926043e-05,1157.32
0.0,5.3031014e-05,157.5
0.0,0.001559734,22.36
0.0,0.0005287122,524.73
0.0,0.00014503155,1.0
0.0,0.0001942002,1.0
0.0,6.734705e-05,24.95
0.0,6.236264e-05,28.76
0.0,0.0005330198,77.15
0.0,0.00029054398,121.6
0.0,4.551847e-05,70.38
0.0,0.00014464043,1.98
0.0,0.0003241808,89.99
0.0,5.4128646e-05,50.0
0.0,1.4124529e-05,47.0
0.0,2.790318e-05,1.29
0.0,1.4923003e-05,33.16
0.0,0.00012371055,27.91
0.0,0.000577311,328.34
0.0,0.0010166154,1.0
0.0,3.636052e-05,0.77
0.0,1.0740586e-05,2.69
0.0,0.00027649855,0.05
0.0,1.5977068e-05,44.75
0.0,4.7154623e-05,247.82
0.0,2.1742884e-05,209.06
0.0,2.8103628e-05,1.29
0.0,3.0162031e-05,1009.75
0.0,8.517073e-05,25.0
0.0,0.00010818678,1.0
0.0,3.8009366e-05,17.99
0.0,5.163266e-05,84.69
0.0,5.702879e-05,9.99
0.0,0.0002946412,79.99
0.0,9.837125e-05,1.0
0.0,0.0001050885,11.85
0.0,4.381799e-05,27.4
0.0,3.100836e-05,17.19
0.0,0.000258742,13.76
0.0,3.6934292e-05,143.91
0.0,0.00014204097,13.4
0.0,0.00011319724,68.7
0.0,3.3765293e-05,131.55
0.0,0.00013894634,258.0
0.0,0.00011110548,44.35
0.0,0.0003738446,15.19
0.0,4.021669e-05,4.99
0.0,4.795772e-05,12.95
0.0,1.6716385e-05,37.48
0.0,0.00019325335,2.58
0.0,0.00023225373,8.55
0.0,1.3798669e-05,189.95
0.0,3.1231233e-05,69.33
0.0,2.7073562e-05,76.5
0.0,3.4892506e-05,0.89
0.0,2.58497e-05,135.0
0.0,0.00010102112,53.27
0.0,8.50125e-05,1.0
0.0,5.3693664e-05,558.0
0.0,0.00016660336,19.8
0.0,0.00022812266,29.33
0.0,3.4193996e-05,53.0
0.0,0.00019008953,9.99
0.0,9.523902e-05,521.15
0.0,2.665981e-05,1.98
0.0,8.185738e-06,13.38
0.0,4.667137e-05,120.17
0.0,2.9678207e-05,49.99
0.0,0.00017058627,150.0
0.0,4.846654e-05,1.0
0.0,6.42724e-05,0.99
0.0,4.714779e-05,139.7
0.0,3.4204597e-05,1.0
0.0,9.264083e-05,103.03
0.0,4.2650438e-05,74.95
0.0,1.7273347e-05,1.78
0.0,4.226059e-05,293.0
0.0,4.143402e-05,9.51
0.0,3.1542553e-05,2.99
0.0,9.454309e-05,2.28
0.0,0.0002596249,1.0
0.0,4.962672e-05,20.5
0.0,4.9869614e-05,17.76
0.0,5.9207185e-05,32.0
0.0,6.635341e-05,134.89
0.0,0.00016561913,0.76
0.0,2.682622e-05,32.68
0.0,5.9960956e-05,0.01
0.0,3.8291106e-05,90.51
0.0,0.00013230603,231.0
0.0,3.3627883e-05,5.99
0.0,1.7935887e-05,86.0
0.0,3.6350917e-05,9.72
0.0,7.91721e-06,53.82
0.0,0.00022881846,4.99
0.0,1.715096e-05,7.9
0.0,0.00011739436,251.99
0.0,2.0436975e-05,33.5
0.0,0.0015306065,114.33
0.0,3.031591e-05,1800.0
0.0,6.24016e-05,15.95
0.0,1.9729461e-05,32.0
0.0,8.3361185e-05,1.0
0.0,1.7022103e-05,9.99
0.0,5.5837994e-05,69.99
0.0,0.000108737215,3.98
0.0,0.00035307015,554.95
0.0,8.508833e-05,15.0
0.0,0.0002526423,1.0
0.0,0.00059888506,3.74
0.0,8.699598e-05,2.12
0.0,0.0003145813,13.33
0.0,4.369635e-05,1.29
0.0,2.9523373e-05,21.9
0.0,4.175253e-05,32.0
0.0,1.8526307e-05,1.99
0.0,3.5439294e-05,85.0
0.0,4.0611612e-05,1.0
0.0,3.4494988e-05,19.99
0.0,1.2360386e-05,82.99
0.0,0.0043118927,209.56
0.0,0.00015682512,98.0
0.0,0.00036024625,118.69
0.0,0.00023939727,74.95
0.0,1.3401635e-05,17.99
0.0,4.9973587e-05,194.22
0.0,0.00026304513,6.99
0.0,0.00075064367,1.0
0.0,4.3178483e-05,12.99
0.0,0.00013045283,1.7
0.0,8.659299e-05,36.96
0.0,0.00019088578,2.27
0.0,0.000113933726,2.0
0.0,5.122027e-05,32.99
0.0,0.00020513458,15.88
0.0,2.5451473e-05,45.0
0.0,0.00019657117,1.0
0.0,9.343122e-05,418.67
0.0,3.623967e-05,31.32
0.0,1.991179e-05,2.23
0.0,8.6874614e-05,12.02
0.0,6.6071676e-05,141.0
0.0,0.0003775159,32.84
0.0,6.734833e-05,27.75
0.0,9.473812e-05,198.53
0.0,2.211723e-05,76.45
0.0,4.9395174e-05,29.95
0.0,3.7413793e-05,160.0
0.0,6.86382e-05,20.89
0.0,3.8139242e-05,9.99
0.0,6.0850813e-05,283.91
0.0,0.00051233184,89.99
0.0,3.216815e-05,11.1
0.0,1.16847095e-05,19.99
0.0,1.8181294e-05,1.98
0.0,0.0006253023,1.0
0.0,2.2885892e-05,5.74
0.0,0.00013587571,190.69
0.0,1.8983172e-05,49.99
0.0,1.5366633e-05,69.2
0.0,5.3698834e-05,130.9
0.0,1.8670984e-05,44.9
0.0,0.00013145266,31.07
0.0,2.2437813e-05,13.48
0.0,0.000117769865,11.58
0.0,7.2902774e-05,39.0
0.0,0.0001122325,1.78
0.0,2.2396125e-05,1.0
0.0,0.00015941515,100.0
0.0,2.0888938e-05,90.54
0.0,2.6333748e-05,266.22
0.0,0.000121003475,0.01
0.0,3.389059e-05,31.35
0.0,2.9202305e-05,13.0
0.0,0.00025802464,123.49
